"","Entity","Year","Daily_Sales_per_Adult","Percent_of_GDP"
"3377","Tonga",2016,NA,12.95
"3378","Tonga",2018,NA,18.72
"3379","Tonga",2020,NA,20.21
"3380","Trinidad and Tobago",2010,NA,1.48
"3381","Trinidad and Tobago",2012,NA,1.58
"3382","Trinidad and Tobago",2014,NA,1.77
"3383","Trinidad and Tobago",2016,NA,2.41
"3384","Trinidad and Tobago",2018,NA,2.59
"3385","Trinidad and Tobago",2020,NA,2.74
"3386","Tunisia",2010,NA,3.21
"3387","Tunisia",2012,NA,3.48
"3388","Tunisia",2014,NA,3.51
"3389","Tunisia",2016,NA,3.24
"3390","Tunisia",2018,NA,3.16
"3391","Tunisia",2020,NA,3.75
"3392","Turkey",2010,NA,2.84
"3393","Turkey",2012,NA,3.11
"3394","Turkey",2014,NA,3.02
"3395","Turkey",2016,NA,3.04
"3396","Turkey",2018,NA,2.95
"3397","Turkey",2020,NA,3.47
"3398","Turkmenistan",2010,NA,2.69
"3399","Turkmenistan",2012,NA,4.73
"3400","Turkmenistan",2014,NA,5.13
"3401","Turkmenistan",2016,NA,8.47
"3402","Turkmenistan",2018,NA,10.11
"3403","Turkmenistan",2020,NA,10.62
"3404","Tuvalu",2010,NA,18.18
"3405","Tuvalu",2012,NA,17.77
"3406","Tuvalu",2014,NA,6.61
"3407","Tuvalu",2016,NA,7.16
"3408","Tuvalu",2018,NA,10.61
"3409","Tuvalu",2020,NA,9.63
"3410","Uganda",2010,NA,8.52
"3411","Uganda",2012,NA,10.5
"3412","Uganda",2014,NA,9.54
"3413","Uganda",2016,NA,10.56
"3414","Uganda",2018,NA,10.75
"3415","Uganda",2020,NA,11.5
"3416","Ukraine",2010,NA,2.32
"3417","Ukraine",2012,NA,2.42
"3418","Ukraine",2014,NA,2.43
"3419","Ukraine",2016,NA,2.61
"3420","Ukraine",2018,NA,3.43
"3421","Ukraine",2020,NA,4.4
"3422","United Arab Emirates",2010,NA,0.54
"3423","United Arab Emirates",2012,NA,0.51
"3424","United Arab Emirates",2014,NA,0.63
"3425","United Arab Emirates",2016,NA,0.83
"3426","United Arab Emirates",2018,NA,1.35
"3427","United Arab Emirates",2020,NA,1.79
"3428","United Kingdom",1905,1.100000024,NA
"3429","United Kingdom",1906,1.100000024,NA
"3430","United Kingdom",1907,1.200000048,NA
"3431","United Kingdom",1908,1.299999952,NA
"3432","United Kingdom",1909,1.299999952,NA
"3433","United Kingdom",1910,1.399999976,NA
"3434","United Kingdom",1911,1.600000024,NA
"3435","United Kingdom",1912,1.700000048,NA
"3436","United Kingdom",1913,1.799999952,NA
"3437","United Kingdom",1914,1.899999976,NA
"3438","United Kingdom",1915,2.200000048,NA
"3439","United Kingdom",1916,2.099999905,NA
"3440","United Kingdom",1917,2.200000048,NA
"3441","United Kingdom",1918,2.299999952,NA
"3442","United Kingdom",1919,3.099999905,NA
"3443","United Kingdom",1920,3,NA
"3444","United Kingdom",1921,2.799999952,NA
"3445","United Kingdom",1922,2.700000048,NA
"3446","United Kingdom",1923,2.700000048,NA
"3447","United Kingdom",1924,2.799999952,NA
"3448","United Kingdom",1925,3,NA
"3449","United Kingdom",1926,3,NA
"3450","United Kingdom",1927,3.200000048,NA
"3451","United Kingdom",1928,3.5,NA
"3452","United Kingdom",1929,3.700000048,NA
"3453","United Kingdom",1930,3.900000095,NA
"3454","United Kingdom",1931,3.900000095,NA
"3455","United Kingdom",1932,4.099999905,NA
"3456","United Kingdom",1933,4.199999809,NA
"3457","United Kingdom",1934,4.400000095,NA
"3458","United Kingdom",1935,4.699999809,NA
"3459","United Kingdom",1936,4.900000095,NA
"3460","United Kingdom",1937,5.199999809,NA
"3461","United Kingdom",1938,5.5,NA
"3462","United Kingdom",1939,5.699999809,NA
"3463","United Kingdom",1940,5.599999905,NA
"3464","United Kingdom",1941,6.199999809,NA
"3465","United Kingdom",1942,6.5,NA
"3466","United Kingdom",1943,6.5,NA
"3467","United Kingdom",1944,6.5,NA
"3468","United Kingdom",1945,7.199999809,NA
"3469","United Kingdom",1946,7.599999905,NA
"3470","United Kingdom",1947,6.699999809,NA
"3471","United Kingdom",1948,6.5,NA
"3472","United Kingdom",1949,6.400000095,NA
"3473","United Kingdom",1950,6.5,NA
"3474","United Kingdom",1951,6.800000191,NA
"3475","United Kingdom",1952,7,NA
"3476","United Kingdom",1953,7,NA
"3477","United Kingdom",1954,7.300000191,NA
"3478","United Kingdom",1955,7.5,NA
"3479","United Kingdom",1956,7.5,NA
"3480","United Kingdom",1957,7.699999809,NA
"3481","United Kingdom",1958,7.800000191,NA
"3482","United Kingdom",1959,8,NA
"3483","United Kingdom",1960,8.300000191,NA
"3484","United Kingdom",1961,8.399999619,NA
"3485","United Kingdom",1962,8.100000381,NA
"3486","United Kingdom",1963,8.300000191,NA
"3487","United Kingdom",1964,8.300000191,NA
"3488","United Kingdom",1965,8.100000381,NA
"3489","United Kingdom",1966,8.399999619,NA
"3490","United Kingdom",1967,8.5,NA
"3491","United Kingdom",1968,8.600000381,NA
"3492","United Kingdom",1969,8.800000191,NA
"3493","United Kingdom",1970,9,NA
"3494","United Kingdom",1971,8.5,NA
"3495","United Kingdom",1972,9.100000381,NA
"3496","United Kingdom",1973,9.5,NA
"3497","United Kingdom",1974,9.399999619,NA
"3498","United Kingdom",1975,9.199999809,NA
"3499","United Kingdom",1976,9,NA
"3500","United Kingdom",1977,8.699999809,NA
"3501","United Kingdom",1978,8.600000381,NA
"3502","United Kingdom",1979,8.399999619,NA
"3503","United Kingdom",1980,8.100000381,NA
"3504","United Kingdom",1981,7.5,NA
"3505","United Kingdom",1982,6.900000095,NA
"3506","United Kingdom",1983,6.900000095,NA
"3507","United Kingdom",1984,6.599999905,NA
"3508","United Kingdom",1985,6.5,NA
"3509","United Kingdom",1986,6.300000191,NA
"3510","United Kingdom",1987,6.300000191,NA
"3511","United Kingdom",1988,6.199999809,NA
"3512","United Kingdom",1989,6.300000191,NA
"3513","United Kingdom",1990,6.5,NA
"3514","United Kingdom",1991,6.199999809,NA
"3515","United Kingdom",1992,5.900000095,NA
"3516","United Kingdom",1993,5.699999809,NA
"3517","United Kingdom",1994,5.599999905,NA
"3518","United Kingdom",1995,5.699999809,NA
"3519","United Kingdom",1996,5.699999809,NA
"3520","United Kingdom",1997,5.599999905,NA
"3521","United Kingdom",1998,5.599999905,NA
"3522","United Kingdom",1999,5.800000191,NA
"3523","United Kingdom",2000,5.699999809,NA
"3524","United Kingdom",2001,5.599999905,NA
"3525","United Kingdom",2002,5.5,NA
"3526","United Kingdom",2003,5.400000095,NA
"3527","United Kingdom",2004,5.199999809,NA
"3528","United Kingdom",2005,5.099999905,NA
"3529","United Kingdom",2006,4.900000095,NA
"3530","United Kingdom",2007,4.699999809,NA
"3531","United Kingdom",2008,4.5,NA
"3532","United Kingdom",2009,4.300000191,NA
"3533","United Kingdom",2010,4,2.46
"3534","United Kingdom",2011,3.5,NA
"3535","United Kingdom",2012,3.400000095,2.46
"3536","United Kingdom",2013,3.200000048,NA
"3537","United Kingdom",2014,3,2.61
"3538","United Kingdom",2016,NA,2.73
"3539","United Kingdom",2018,NA,2.91
"3540","United Kingdom",2020,NA,3.36
"3541","United States",1900,0.100000001,NA
"3542","United States",1901,0.100000001,NA
"3543","United States",1902,0.100000001,NA
"3544","United States",1903,0.100000001,NA
"3545","United States",1904,0.200000003,NA
"3546","United States",1905,0.200000003,NA
"3547","United States",1906,0.200000003,NA
"3548","United States",1907,0.200000003,NA
"3549","United States",1908,0.200000003,NA
"3550","United States",1909,0.300000012,NA
"3551","United States",1910,0.400000006,NA
"3552","United States",1911,0.400000006,NA
"3553","United States",1912,0.5,NA
"3554","United States",1913,0.600000024,NA
"3555","United States",1914,0.600000024,NA
"3556","United States",1915,0.699999988,NA
"3557","United States",1916,1,NA
"3558","United States",1917,1.399999976,NA
"3559","United States",1918,1.700000048,NA
"3560","United States",1919,1.799999952,NA
"3561","United States",1920,1.700000048,NA
"3562","United States",1921,1.899999976,NA
"3563","United States",1922,1.899999976,NA
"3564","United States",1923,2.299999952,NA
"3565","United States",1924,2.5,NA
"3566","United States",1925,2.700000048,NA
"3567","United States",1926,3,NA
"3568","United States",1927,3.799999952,NA
"3569","United States",1928,4,NA
"3570","United States",1929,4.300000191,NA
"3571","United States",1930,4.300000191,NA
"3572","United States",1931,4.300000191,NA
"3573","United States",1932,4.400000095,NA
"3574","United States",1933,4.800000191,NA
"3575","United States",1934,5.300000191,NA
"3576","United States",1935,5.699999809,NA
"3577","United States",1936,6,NA
"3578","United States",1937,6,NA
"3579","United States",1938,6.099999905,NA
"3580","United States",1939,6.300000191,NA
"3581","United States",1940,6.5,NA
"3582","United States",1941,6.800000191,NA
"3583","United States",1942,7.400000095,NA
"3584","United States",1943,7.800000191,NA
"3585","United States",1944,7,NA
"3586","United States",1945,8.100000381,NA
"3587","United States",1946,8.899999619,NA
"3588","United States",1947,9.100000381,NA
"3589","United States",1948,9.300000191,NA
"3590","United States",1949,9.300000191,NA
"3591","United States",1950,9.300000191,NA
"3592","United States",1951,9.800000191,NA
"3593","United States",1952,10,NA
"3594","United States",1953,9.699999809,NA
"3595","United States",1954,9.199999809,NA
"3596","United States",1955,9.399999619,NA
"3597","United States",1956,9.399999619,NA
"3598","United States",1957,9.699999809,NA
"3599","United States",1958,10.19999981,NA
"3600","United States",1959,10.5,NA
"3601","United States",1960,10.69999981,NA
"3602","United States",1961,11,NA
"3603","United States",1962,10.89999962,NA
"3604","United States",1963,11,NA
"3605","United States",1964,10.60000038,NA
"3606","United States",1965,10.69999981,NA
"3607","United States",1966,10.69999981,NA
"3608","United States",1967,10.69999981,NA
"3609","United States",1968,10.39999962,NA
"3610","United States",1969,10,NA
"3611","United States",1970,10.19999981,NA
"3612","United States",1971,9.899999619,NA
"3613","United States",1972,10.19999981,NA
"3614","United States",1973,10.69999981,NA
"3615","United States",1974,10.60000038,NA
"3616","United States",1975,10.39999962,NA
"3617","United States",1976,10.30000019,NA
"3618","United States",1977,10.19999981,NA
"3619","United States",1978,10,NA
"3620","United States",1979,9.899999619,NA
"3621","United States",1980,9.899999619,NA
"3622","United States",1981,9.899999619,NA
"3623","United States",1982,9.699999809,NA
"3624","United States",1983,9.100000381,NA
"3625","United States",1984,9,NA
"3626","United States",1985,8.800000191,NA
"3627","United States",1986,8.600000381,NA
"3628","United States",1987,8.300000191,NA
"3629","United States",1988,8.100000381,NA
"3630","United States",1989,7.599999905,NA
"3631","United States",1990,7.400000095,NA
"3632","United States",1991,7.099999905,NA
"3633","United States",1992,6.900000095,NA
"3634","United States",1993,6.599999905,NA
"3635","United States",1994,6.599999905,NA
"3636","United States",1995,6.5,NA
"3637","United States",1996,6.400000095,NA
"3638","United States",1997,6.300000191,NA
"3639","United States",1998,6,NA
"3640","United States",1999,5.699999809,NA
"3641","United States",2000,5.400000095,NA
"3642","United States",2001,5.300000191,NA
"3643","United States",2002,5.099999905,NA
"3644","United States",2003,4.900000095,NA
"3645","United States",2004,4.699999809,NA
"3646","United States",2005,4.5,NA
"3647","United States",2006,4.5,NA
"3648","United States",2007,4.199999809,NA
"3649","United States",2008,4,NA
"3650","United States",2009,3.700000048,NA
"3651","United States",2010,3.599999905,1.18
"3652","United States",2011,3.5,NA
"3653","United States",2012,3.5,1.18
"3654","United States",2013,3.299999952,NA
"3655","United States",2014,3.200000048,1.13
"3656","United States",2016,NA,1.11
"3657","United States",2018,NA,1.09
"3658","United States",2020,NA,1.16
"3659","Uruguay",2010,NA,2.94
"3660","Uruguay",2012,NA,2.47
"3661","Uruguay",2014,NA,2.02
"3662","Uruguay",2016,NA,2.41
"3663","Uruguay",2018,NA,2.68
"3664","Uruguay",2020,NA,2.77
"3665","USSR and the former Soviet Union",1960,7.699999809,NA
"3666","USSR and the former Soviet Union",1961,7.699999809,NA
"3667","USSR and the former Soviet Union",1962,7.099999905,NA
"3668","USSR and the former Soviet Union",1963,7.900000095,NA
"3669","USSR and the former Soviet Union",1964,8.699999809,NA
"3670","USSR and the former Soviet Union",1965,9.699999809,NA
"3671","USSR and the former Soviet Union",1966,9.399999619,NA
"3672","USSR and the former Soviet Union",1967,8.699999809,NA
"3673","USSR and the former Soviet Union",1968,8.899999619,NA
"3674","USSR and the former Soviet Union",1969,9.5,NA
"3675","USSR and the former Soviet Union",1970,10,NA
"3676","USSR and the former Soviet Union",1971,11,NA
"3677","USSR and the former Soviet Union",1972,10.80000019,NA
"3678","USSR and the former Soviet Union",1973,11,NA
"3679","USSR and the former Soviet Union",1974,11.19999981,NA
"3680","USSR and the former Soviet Union",1975,11.10000038,NA
"3681","USSR and the former Soviet Union",1976,11.19999981,NA
"3682","USSR and the former Soviet Union",1977,11.30000019,NA
"3683","USSR and the former Soviet Union",1978,11.30000019,NA
"3684","USSR and the former Soviet Union",1979,10.69999981,NA
"3685","USSR and the former Soviet Union",1980,10.69999981,NA
"3686","USSR and the former Soviet Union",1981,11.10000038,NA
"3687","USSR and the former Soviet Union",1982,10.80000019,NA
"3688","USSR and the former Soviet Union",1983,11,NA
"3689","USSR and the former Soviet Union",1984,11.19999981,NA
"3690","USSR and the former Soviet Union",1985,11.10000038,NA
"3691","USSR and the former Soviet Union",1986,11.10000038,NA
"3692","USSR and the former Soviet Union",1987,10.5,NA
"3693","USSR and the former Soviet Union",1988,10.10000038,NA
"3694","USSR and the former Soviet Union",1989,9.600000381,NA
"3695","USSR and the former Soviet Union",1990,9,NA
"3696","USSR and the former Soviet Union",1991,9.100000381,NA
"3697","USSR and the former Soviet Union",1992,8.600000381,NA
"3698","USSR and the former Soviet Union",1993,7.699999809,NA
"3699","USSR and the former Soviet Union",1994,8.199999809,NA
"3700","USSR and the former Soviet Union",1995,5,NA
"3701","USSR and the former Soviet Union",1996,4.900000095,NA
"3702","USSR and the former Soviet Union",1997,5.199999809,NA
"3703","USSR and the former Soviet Union",1998,5.400000095,NA
"3704","USSR and the former Soviet Union",1999,5.900000095,NA
"3705","USSR and the former Soviet Union",2000,6.699999809,NA
"3706","USSR and the former Soviet Union",2001,6.900000095,NA
"3707","USSR and the former Soviet Union",2002,6.800000191,NA
"3708","USSR and the former Soviet Union",2003,6.900000095,NA
"3709","USSR and the former Soviet Union",2004,6.699999809,NA
"3710","Uzbekistan",2010,NA,4.16
"3711","Uzbekistan",2012,NA,4.18
"3712","Uzbekistan",2014,NA,3.79
"3713","Uzbekistan",2016,NA,3.91
"3714","Uzbekistan",2018,NA,4.82
"3715","Uzbekistan",2020,NA,4.82
"3716","Vanuatu",2010,NA,23.05
"3717","Vanuatu",2012,NA,24.25
"3718","Vanuatu",2014,NA,23.9
"3719","Vanuatu",2016,NA,22.48
"3720","Vanuatu",2018,NA,20.82
"3721","Vanuatu",2020,NA,22.13
"3722","Venezuela",2010,NA,4.49
"3723","Venezuela",2012,NA,5.39
"3724","Venezuela",2014,NA,8.96
"3725","Venezuela",2016,NA,15.31
"3726","Venezuela",2018,NA,82.02
"3727","Vietnam",2010,NA,4.49
"3728","Vietnam",2012,NA,3.31
"3729","Vietnam",2014,NA,3.48
"3730","Vietnam",2016,NA,3.32
"3731","Vietnam",2018,NA,2.73
"3732","Vietnam",2020,NA,2.63
"3733","Yemen",2010,NA,6.47
"3734","Yemen",2012,NA,8.53
"3735","Yemen",2014,NA,8.28
"3736","Yemen",2016,NA,11.47
"3737","Yemen",2018,NA,14.64
"3738","Yemen",2020,NA,12.82
"3739","Yugoslavia",1922,0.699999988,NA
"3740","Yugoslavia",1923,0.699999988,NA
"3741","Yugoslavia",1924,0.899999976,NA
"3742","Yugoslavia",1925,1,NA
"3743","Yugoslavia",1926,1,NA
"3744","Yugoslavia",1927,1.100000024,NA
"3745","Yugoslavia",1928,1.200000048,NA
"3746","Yugoslavia",1929,1.299999952,NA
"3747","Yugoslavia",1930,1.600000024,NA
"3748","Yugoslavia",1931,1.600000024,NA
"3749","Yugoslavia",1932,1.5,NA
"3750","Yugoslavia",1933,1.399999976,NA
"3751","Yugoslavia",1934,1.399999976,NA
"3752","Yugoslavia",1935,1.299999952,NA
"3753","Yugoslavia",1960,4.300000191,NA
"3754","Yugoslavia",1961,4.800000191,NA
"3755","Yugoslavia",1962,4.699999809,NA
"3756","Yugoslavia",1963,4.800000191,NA
"3757","Yugoslavia",1964,4.800000191,NA
"3758","Yugoslavia",1965,5.199999809,NA
"3759","Yugoslavia",1966,5.699999809,NA
"3760","Yugoslavia",1967,5.599999905,NA
"3761","Yugoslavia",1968,5.900000095,NA
"3762","Yugoslavia",1969,6.199999809,NA
"3763","Yugoslavia",1970,6.199999809,NA
"3764","Yugoslavia",1971,6.400000095,NA
"3765","Yugoslavia",1972,6.400000095,NA
"3766","Yugoslavia",1973,6.400000095,NA
"3767","Yugoslavia",1974,7.099999905,NA
"3768","Yugoslavia",1975,7,NA
"3769","Yugoslavia",1976,7.099999905,NA
"3770","Yugoslavia",1977,7.900000095,NA
"3771","Yugoslavia",1978,8.800000191,NA
"3772","Yugoslavia",1979,9.699999809,NA
"3773","Yugoslavia",1980,8.899999619,NA
"3774","Yugoslavia",1981,8.100000381,NA
"3775","Yugoslavia",1982,7.900000095,NA
"3776","Yugoslavia",1983,8.899999619,NA
"3777","Yugoslavia",1984,8.399999619,NA
"3778","Yugoslavia",1985,8.600000381,NA
"3779","Yugoslavia",1986,8.800000191,NA
"3780","Yugoslavia",1987,8.5,NA
"3781","Yugoslavia",1988,8.899999619,NA
"3782","Yugoslavia",1989,8.5,NA
"3783","Yugoslavia",1990,8.5,NA
"3784","Yugoslavia",1991,7.800000191,NA
"3785","Yugoslavia",1992,6.699999809,NA
"3786","Zambia",2010,NA,11.45
"3787","Zambia",2012,NA,9.01
"3788","Zambia",2014,NA,8.47
"3789","Zambia",2016,NA,13.15
"3790","Zambia",2018,NA,11.01
"3791","Zambia",2020,NA,11.84
"3792","Zimbabwe",2010,NA,5.12
"3793","Zimbabwe",2012,NA,7.63
"3794","Zimbabwe",2014,NA,9.19
"3795","Zimbabwe",2016,NA,11.97
"3796","Zimbabwe",2018,NA,6.03
"3797","Zimbabwe",2020,NA,18.38
