"","Entity","Year","Daily_Sales_per_Adult","Percent_of_GDP"
"1","Afghanistan",2010,NA,4.05
"2","Afghanistan",2012,NA,4.45
"3","Afghanistan",2014,NA,5.54
"4","Afghanistan",2016,NA,8.5
"5","Afghanistan",2018,NA,8.22
"6","Afghanistan",2020,NA,7.79
"7","Albania",2010,NA,3.52
"8","Albania",2012,NA,3.7
"9","Albania",2014,NA,4.14
"10","Albania",2016,NA,4.49
"11","Albania",2018,NA,4.21
"12","Albania",2020,NA,4.56
"13","Algeria",2010,NA,2.55
"14","Algeria",2012,NA,1.97
"15","Algeria",2014,NA,3.41
"16","Algeria",2016,NA,4.9
"17","Algeria",2018,NA,6.31
"18","Algeria",2020,NA,7.26
"19","Andorra",2010,NA,0.78
"20","Andorra",2012,NA,1.03
"21","Andorra",2014,NA,1.13
"22","Andorra",2016,NA,1.03
"23","Andorra",2018,NA,1.02
"24","Andorra",2020,NA,1
"25","Angola",2012,NA,3
"26","Angola",2014,NA,3.62
"27","Angola",2018,NA,4.92
"28","Angola",2020,NA,7.86
"29","Antigua and Barbuda",2010,NA,1.77
"30","Antigua and Barbuda",2012,NA,1.74
"31","Antigua and Barbuda",2014,NA,2.12
"32","Antigua and Barbuda",2016,NA,1.9
"33","Antigua and Barbuda",2018,NA,1.76
"34","Antigua and Barbuda",2020,NA,3.69
"35","Argentina",2010,NA,1.32
"36","Argentina",2012,NA,1.27
"37","Argentina",2014,NA,1.35
"38","Argentina",2016,NA,2.12
"39","Argentina",2018,NA,1.84
"40","Argentina",2020,NA,2.37
"41","Armenia",1988,12,NA
"42","Armenia",1989,11.60000038,NA
"43","Armenia",1990,11.89999962,NA
"44","Armenia",1991,9.300000191,NA
"45","Armenia",1992,4.900000095,NA
"46","Armenia",1993,5.5,NA
"47","Armenia",1994,5.699999809,NA
"48","Armenia",1995,5.599999905,NA
"49","Armenia",1996,5.599999905,NA
"50","Armenia",1997,5.599999905,NA
"51","Armenia",1998,5.699999809,NA
"52","Armenia",2010,NA,4.72
"53","Armenia",2012,NA,4.18
"54","Armenia",2014,NA,3.71
"55","Armenia",2016,NA,3.54
"56","Armenia",2018,NA,3.36
"57","Armenia",2020,NA,3.28
"58","Australia",1920,1.600000024,NA
"59","Australia",1921,1.799999952,NA
"60","Australia",1922,1.600000024,NA
"61","Australia",1923,1.5,NA
"62","Australia",1924,1.600000024,NA
"63","Australia",1925,2.799999952,NA
"64","Australia",1926,1.600000024,NA
"65","Australia",1927,1.700000048,NA
"66","Australia",1928,1.799999952,NA
"67","Australia",1929,1.799999952,NA
"68","Australia",1930,3.700000048,NA
"69","Australia",1931,1.200000048,NA
"70","Australia",1932,1.100000024,NA
"71","Australia",1933,1.200000048,NA
"72","Australia",1934,1.200000048,NA
"73","Australia",1935,3.599999905,NA
"74","Australia",1936,1.299999952,NA
"75","Australia",1937,1.399999976,NA
"76","Australia",1938,1.5,NA
"77","Australia",1939,1.700000048,NA
"78","Australia",1940,4.900000095,NA
"79","Australia",1941,1.600000024,NA
"80","Australia",1942,1.799999952,NA
"81","Australia",1943,1.799999952,NA
"82","Australia",1944,1.799999952,NA
"83","Australia",1945,4.599999905,NA
"84","Australia",1946,1.799999952,NA
"85","Australia",1947,2.200000048,NA
"86","Australia",1948,2.700000048,NA
"87","Australia",1949,3.099999905,NA
"88","Australia",1950,7.300000191,NA
"89","Australia",1951,4.099999905,NA
"90","Australia",1952,4.099999905,NA
"91","Australia",1953,3.900000095,NA
"92","Australia",1954,4.5,NA
"93","Australia",1955,8.600000381,NA
"94","Australia",1956,5.199999809,NA
"95","Australia",1957,8.899999619,NA
"96","Australia",1958,5.800000191,NA
"97","Australia",1959,6.099999905,NA
"98","Australia",1960,9.100000381,NA
"99","Australia",1961,9,NA
"100","Australia",1962,8.800000191,NA
"101","Australia",1963,8.699999809,NA
"102","Australia",1964,8.800000191,NA
"103","Australia",1965,8.699999809,NA
"104","Australia",1966,8.899999619,NA
"105","Australia",1967,8.5,NA
"106","Australia",1968,8.800000191,NA
"107","Australia",1969,8.899999619,NA
"108","Australia",1970,9.100000381,NA
"109","Australia",1971,8.899999619,NA
"110","Australia",1972,9.199999809,NA
"111","Australia",1973,9.399999619,NA
"112","Australia",1974,10,NA
"113","Australia",1975,9.699999809,NA
"114","Australia",1976,9.100000381,NA
"115","Australia",1977,9.800000191,NA
"116","Australia",1978,9.600000381,NA
"117","Australia",1979,9.399999619,NA
"118","Australia",1980,9.699999809,NA
"119","Australia",1981,9.300000191,NA
"120","Australia",1982,8.899999619,NA
"121","Australia",1983,8.399999619,NA
"122","Australia",1984,8.199999809,NA
"123","Australia",1985,8.100000381,NA
"124","Australia",1986,8.100000381,NA
"125","Australia",1987,7.599999905,NA
"126","Australia",1988,7.599999905,NA
"127","Australia",1989,7.599999905,NA
"128","Australia",1990,7.599999905,NA
"129","Australia",1991,7.300000191,NA
"130","Australia",1992,7.300000191,NA
"131","Australia",1993,6.599999905,NA
"132","Australia",1994,6.400000095,NA
"133","Australia",1995,6.300000191,NA
"134","Australia",1996,5.599999905,NA
"135","Australia",1997,5.599999905,NA
"136","Australia",1998,5.400000095,NA
"137","Australia",1999,5.099999905,NA
"138","Australia",2000,4.900000095,NA
"139","Australia",2001,4.5,NA
"140","Australia",2002,4.300000191,NA
"141","Australia",2003,4.5,NA
"142","Australia",2004,4.300000191,NA
"143","Australia",2005,4.199999809,NA
"144","Australia",2006,4.099999905,NA
"145","Australia",2007,4.099999905,NA
"146","Australia",2008,4.199999809,NA
"147","Australia",2009,4.099999905,NA
"148","Australia",2010,4,1.95
"149","Australia",2012,NA,2.06
"150","Australia",2014,NA,2.5
"151","Australia",2016,NA,3.01
"152","Australia",2018,NA,2.75
"153","Australia",2020,NA,3.89
"154","Austria",1923,2.5,NA
"155","Austria",1924,2.900000095,NA
"156","Austria",1925,2.900000095,NA
"157","Austria",1926,3.099999905,NA
"158","Austria",1927,3.299999952,NA
"159","Austria",1928,3.400000095,NA
"160","Austria",1929,3.5,NA
"161","Austria",1930,3.5,NA
"162","Austria",1931,3.299999952,NA
"163","Austria",1932,3.400000095,NA
"164","Austria",1933,3,NA
"165","Austria",1934,2.900000095,NA
"166","Austria",1935,2.900000095,NA
"167","Austria",1936,2.900000095,NA
"168","Austria",1937,2.799999952,NA
"169","Austria",1938,3.200000048,NA
"170","Austria",1939,4,NA
"171","Austria",1940,5,NA
"172","Austria",1941,5.800000191,NA
"173","Austria",1942,5.300000191,NA
"174","Austria",1943,5.300000191,NA
"175","Austria",1944,4.199999809,NA
"176","Austria",1945,1.600000024,NA
"177","Austria",1946,1.100000024,NA
"178","Austria",1947,1.600000024,NA
"179","Austria",1948,2,NA
"180","Austria",1949,2.5,NA
"181","Austria",1950,3,NA
"182","Austria",1951,3.5,NA
"183","Austria",1952,3.700000048,NA
"184","Austria",1953,3.799999952,NA
"185","Austria",1954,3.299999952,NA
"186","Austria",1955,3.700000048,NA
"187","Austria",1956,4.099999905,NA
"188","Austria",1957,4.300000191,NA
"189","Austria",1958,4.599999905,NA
"190","Austria",1959,4.699999809,NA
"191","Austria",1960,4.800000191,NA
"192","Austria",1961,4.699999809,NA
"193","Austria",1962,4.900000095,NA
"194","Austria",1963,5.099999905,NA
"195","Austria",1964,5.199999809,NA
"196","Austria",1965,5.400000095,NA
"197","Austria",1966,5.800000191,NA
"198","Austria",1967,5.900000095,NA
"199","Austria",1968,6,NA
"200","Austria",1969,6.199999809,NA
"201","Austria",1970,6.5,NA
"202","Austria",1971,6.599999905,NA
"203","Austria",1972,6.5,NA
"204","Austria",1973,7,NA
"205","Austria",1974,6.900000095,NA
"206","Austria",1975,6.599999905,NA
"207","Austria",1976,6.800000191,NA
"208","Austria",1977,6.900000095,NA
"209","Austria",1978,7,NA
"210","Austria",1979,7.199999809,NA
"211","Austria",1980,7.099999905,NA
"212","Austria",1981,7.099999905,NA
"213","Austria",1982,7,NA
"214","Austria",1983,7.199999809,NA
"215","Austria",1984,7,NA
"216","Austria",1985,7,NA
"217","Austria",1986,7,NA
"218","Austria",1987,6.800000191,NA
"219","Austria",1988,6.400000095,NA
"220","Austria",1989,6.199999809,NA
"221","Austria",1990,6.300000191,NA
"222","Austria",1991,6.400000095,NA
"223","Austria",1992,6.099999905,NA
"224","Austria",1993,5.800000191,NA
"225","Austria",1994,5.900000095,NA
"226","Austria",1995,5.599999905,NA
"227","Austria",1996,5.400000095,NA
"228","Austria",1997,5.699999809,NA
"229","Austria",1998,6.400000095,NA
"230","Austria",1999,6.599999905,NA
"231","Austria",2000,6.5,NA
"232","Austria",2001,6.300000191,NA
"233","Austria",2002,4.800000191,NA
"234","Austria",2003,4.599999905,NA
"235","Austria",2004,4.599999905,NA
"236","Austria",2010,NA,1.13
"237","Austria",2012,NA,1.19
"238","Austria",2014,NA,1.26
"239","Austria",2016,NA,1.22
"240","Austria",2018,NA,1.27
"241","Austria",2020,NA,1.34
"242","Azerbaijan",1988,5.099999905,NA
"243","Azerbaijan",1989,4.900000095,NA
"244","Azerbaijan",1990,4.400000095,NA
"245","Azerbaijan",1991,5.199999809,NA
"246","Azerbaijan",1992,3.799999952,NA
"247","Azerbaijan",1993,1.100000024,NA
"248","Azerbaijan",1994,3.299999952,NA
"249","Azerbaijan",1995,3.299999952,NA
"250","Azerbaijan",1996,3.299999952,NA
"251","Azerbaijan",1997,3.400000095,NA
"252","Azerbaijan",1998,3.200000048,NA
"253","Azerbaijan",2010,NA,1.48
"254","Azerbaijan",2012,NA,1.86
"255","Azerbaijan",2014,NA,2.25
"256","Azerbaijan",2016,NA,4.5
"257","Azerbaijan",2018,NA,1.48
"258","Azerbaijan",2020,NA,2.57
"259","Bahamas",2010,NA,0.92
"260","Bahamas",2012,NA,1.64
"261","Bahamas",2014,NA,2.27
"262","Bahamas",2016,NA,2.76
"263","Bahamas",2020,NA,3.33
"264","Bahrain",2010,NA,0.89
"265","Bahrain",2012,NA,1.05
"266","Bahrain",2014,NA,1.05
"267","Bahrain",2016,NA,1.76
"268","Bahrain",2018,NA,2.09
"269","Bahrain",2020,NA,2.67
"270","Bangladesh",2010,NA,3.22
"271","Bangladesh",2012,NA,4.1
"272","Bangladesh",2014,NA,3.53
"273","Bangladesh",2016,NA,4.66
"274","Bangladesh",2018,NA,5.86
"275","Bangladesh",2020,NA,5.76
"276","Barbados",2010,NA,3.39
"277","Barbados",2012,NA,3.45
"278","Barbados",2014,NA,4.18
"279","Barbados",2016,NA,4.43
"280","Barbados",2018,NA,4.12
"281","Belarus",1988,4.400000095,NA
"282","Belarus",1989,4.300000191,NA
"283","Belarus",1990,4.300000191,NA
"284","Belarus",1991,4.699999809,NA
"285","Belarus",1992,4.699999809,NA
"286","Belarus",1993,4.599999905,NA
"287","Belarus",1994,4.800000191,NA
"288","Belarus",1995,4.800000191,NA
"289","Belarus",1996,5.099999905,NA
"290","Belarus",1997,5.199999809,NA
"291","Belarus",1998,5.400000095,NA
"292","Belarus",2010,NA,0.64
"293","Belarus",2012,NA,0.53
"294","Belarus",2014,NA,0.83
"295","Belarus",2016,NA,0.96
"296","Belarus",2018,NA,0.85
"297","Belarus",2020,NA,0.88
"298","Belgium",1921,6.599999905,NA
"299","Belgium",1922,7.099999905,NA
"300","Belgium",1923,7.300000191,NA
"301","Belgium",1924,7.5,NA
"302","Belgium",1925,7.400000095,NA
"303","Belgium",1926,7.5,NA
"304","Belgium",1927,7.599999905,NA
"305","Belgium",1928,7.699999809,NA
"306","Belgium",1929,7.800000191,NA
"307","Belgium",1930,8,NA
"308","Belgium",1931,8,NA
"309","Belgium",1932,7.5,NA
"310","Belgium",1933,7.300000191,NA
"311","Belgium",1934,7,NA
"312","Belgium",1935,7.099999905,NA
"313","Belgium",1936,7.300000191,NA
"314","Belgium",1937,7.099999905,NA
"315","Belgium",1938,7.099999905,NA
"316","Belgium",1939,7.5,NA
"317","Belgium",1940,6.199999809,NA
"318","Belgium",1941,5.599999905,NA
"319","Belgium",1942,4.699999809,NA
"320","Belgium",1943,2.5,NA
"321","Belgium",1944,2.400000095,NA
"322","Belgium",1945,3.400000095,NA
"323","Belgium",1946,6.400000095,NA
"324","Belgium",1947,7.099999905,NA
"325","Belgium",1948,7.199999809,NA
"326","Belgium",1949,7,NA
"327","Belgium",1950,6.900000095,NA
"328","Belgium",1951,6.800000191,NA
"329","Belgium",1952,7,NA
"330","Belgium",1953,6.900000095,NA
"331","Belgium",1954,6.800000191,NA
"332","Belgium",1955,6.699999809,NA
"333","Belgium",1956,6.900000095,NA
"334","Belgium",1957,7.099999905,NA
"335","Belgium",1958,7.199999809,NA
"336","Belgium",1959,7.099999905,NA
"337","Belgium",1960,7.300000191,NA
"338","Belgium",1961,7.300000191,NA
"339","Belgium",1962,7.400000095,NA
"340","Belgium",1963,7.400000095,NA
"341","Belgium",1964,7.400000095,NA
"342","Belgium",1965,7.800000191,NA
"343","Belgium",1966,8,NA
"344","Belgium",1967,8.399999619,NA
"345","Belgium",1968,8.100000381,NA
"346","Belgium",1969,8.199999809,NA
"347","Belgium",1970,8.399999619,NA
"348","Belgium",1971,8.5,NA
"349","Belgium",1972,8.600000381,NA
"350","Belgium",1973,8.899999619,NA
"351","Belgium",1974,8.800000191,NA
"352","Belgium",1975,8.300000191,NA
"353","Belgium",1976,8.199999809,NA
"354","Belgium",1977,7.900000095,NA
"355","Belgium",1978,7,NA
"356","Belgium",1979,7.300000191,NA
"357","Belgium",1980,7.300000191,NA
"358","Belgium",1981,7.300000191,NA
"359","Belgium",1982,8.100000381,NA
"360","Belgium",1983,8,NA
"361","Belgium",1984,8.100000381,NA
"362","Belgium",1985,7.599999905,NA
"363","Belgium",1986,7.300000191,NA
"364","Belgium",1987,6.699999809,NA
"365","Belgium",1988,6.699999809,NA
"366","Belgium",1989,6.300000191,NA
"367","Belgium",1990,6,NA
"368","Belgium",1991,6.099999905,NA
"369","Belgium",1992,5.900000095,NA
"370","Belgium",1993,5.599999905,NA
"371","Belgium",1994,5.5,NA
"372","Belgium",1995,6,NA
"373","Belgium",1996,6.300000191,NA
"374","Belgium",1997,6.400000095,NA
"375","Belgium",1998,6.699999809,NA
"376","Belgium",1999,6.800000191,NA
"377","Belgium",2000,7,NA
"378","Belgium",2001,6.199999809,NA
"379","Belgium",2002,7,NA
"380","Belgium",2003,7,NA
"381","Belgium",2004,6.699999809,NA
"382","Belgium",2005,6.5,NA
"383","Belgium",2006,6.800000191,NA
"384","Belgium",2007,6,NA
"385","Belgium",2008,5.5,NA
"386","Belgium",2009,5.699999809,NA
"387","Belgium",2010,6.300000191,1.45
"388","Belgium",2011,5.199999809,NA
"389","Belgium",2012,NA,1.51
"390","Belgium",2014,NA,1.61
"391","Belgium",2016,NA,1.66
"392","Belgium",2018,NA,1.64
"393","Belgium",2020,NA,1.77
"394","Belize",2010,NA,5.85
"395","Belize",2012,NA,5.59
"396","Belize",2014,NA,5.4
"397","Belize",2016,NA,5.32
"398","Belize",2018,NA,4.25
"399","Belize",2020,NA,7.36
"400","Benin",2010,NA,9.75
"401","Benin",2012,NA,8.55
"402","Benin",2014,NA,7.84
"403","Benin",2016,NA,7.76
"404","Benin",2018,NA,7.26
"405","Benin",2020,NA,6.92
"406","Bhutan",2020,NA,14.74
"407","Bolivia",2010,NA,4.32
"408","Bolivia",2012,NA,4.38
"409","Bolivia",2014,NA,4.71
"410","Bolivia",2016,NA,5.18
"411","Bolivia",2018,NA,4.7
"412","Bolivia",2020,NA,5.27
"413","Bosnia and Herzegovina",2010,NA,3.36
"414","Bosnia and Herzegovina",2012,NA,3.85
"415","Bosnia and Herzegovina",2014,NA,4.72
"416","Bosnia and Herzegovina",2016,NA,5.1
"417","Bosnia and Herzegovina",2018,NA,5.46
"418","Bosnia and Herzegovina",2020,NA,6.09
"419","Botswana",2010,NA,4.16
"420","Botswana",2012,NA,4.75
"421","Botswana",2014,NA,4.06
"422","Botswana",2016,NA,4.4
"423","Botswana",2018,NA,4.78
"424","Botswana",2020,NA,6.71
"425","Brazil",2010,NA,1.63
"426","Brazil",2012,NA,1.75
"427","Brazil",2014,NA,2.01
"428","Brazil",2016,NA,2.04
"429","Brazil",2018,NA,1.51
"430","Brazil",2020,NA,1.57
"431","Brunei",2010,NA,0.46
"432","Brunei",2012,NA,1.24
"433","Bulgaria",1913,0.200000003,NA
"434","Bulgaria",1920,0.800000012,NA
"435","Bulgaria",1921,1.399999976,NA
"436","Bulgaria",1922,2,NA
"437","Bulgaria",1923,2.299999952,NA
"438","Bulgaria",1960,4,NA
"439","Bulgaria",1961,4.300000191,NA
"440","Bulgaria",1962,4.5,NA
"441","Bulgaria",1963,4.900000095,NA
"442","Bulgaria",1964,4.5,NA
"443","Bulgaria",1965,3.900000095,NA
"444","Bulgaria",1966,5.099999905,NA
"445","Bulgaria",1967,3.400000095,NA
"446","Bulgaria",1968,4.699999809,NA
"447","Bulgaria",1969,6.300000191,NA
"448","Bulgaria",1970,4.099999905,NA
"449","Bulgaria",1971,5.099999905,NA
"450","Bulgaria",1972,5.300000191,NA
"451","Bulgaria",1973,5.5,NA
"452","Bulgaria",1974,6.699999809,NA
"453","Bulgaria",1975,5.300000191,NA
"454","Bulgaria",1976,5.599999905,NA
"455","Bulgaria",1977,6.699999809,NA
"456","Bulgaria",1978,5.599999905,NA
"457","Bulgaria",1979,5.599999905,NA
"458","Bulgaria",1980,5.199999809,NA
"459","Bulgaria",1981,5.099999905,NA
"460","Bulgaria",1982,5.099999905,NA
"461","Bulgaria",1983,5.699999809,NA
"462","Bulgaria",1984,6.300000191,NA
"463","Bulgaria",1985,6.599999905,NA
"464","Bulgaria",1986,7.099999905,NA
"465","Bulgaria",1987,6.199999809,NA
"466","Bulgaria",1988,5.300000191,NA
"467","Bulgaria",1989,5.400000095,NA
"468","Bulgaria",1990,4.699999809,NA
"469","Bulgaria",1991,6,NA
"470","Bulgaria",1992,7.099999905,NA
"471","Bulgaria",1993,7.5,NA
"472","Bulgaria",1994,6,NA
"473","Bulgaria",1995,6.400000095,NA
"474","Bulgaria",1996,7.599999905,NA
"475","Bulgaria",1997,7.400000095,NA
"476","Bulgaria",1998,7.199999809,NA
"477","Bulgaria",1999,7.599999905,NA
"478","Bulgaria",2000,7.599999905,NA
"479","Bulgaria",2001,7.800000191,NA
"480","Bulgaria",2002,8.899999619,NA
"481","Bulgaria",2003,10,NA
"482","Bulgaria",2004,9.399999619,NA
"483","Bulgaria",2007,8.100000381,NA
"484","Bulgaria",2008,8.800000191,NA
"485","Bulgaria",2009,8.300000191,NA
"486","Bulgaria",2010,6.599999905,4.16
"487","Bulgaria",2011,5.699999809,NA
"488","Bulgaria",2012,5.800000191,4.08
"489","Bulgaria",2013,6,NA
"490","Bulgaria",2014,5.900000095,3.78
"491","Bulgaria",2016,NA,3.44
"492","Bulgaria",2018,NA,3.06
"493","Bulgaria",2020,NA,2.97
"494","Burkina Faso",2010,NA,15.6
"495","Burkina Faso",2012,NA,12.92
"496","Burkina Faso",2014,NA,12.77
"497","Burkina Faso",2016,NA,15.95
"498","Burkina Faso",2018,NA,16.46
"499","Burkina Faso",2020,NA,17
"500","Burundi",2010,NA,28.07
"501","Burundi",2012,NA,22.17
"502","Burundi",2014,NA,36.12
"503","Burundi",2016,NA,32.81
"504","Burundi",2018,NA,31.54
"505","Burundi",2020,NA,39.62
"506","Cambodia",2010,NA,4.27
"507","Cambodia",2012,NA,4.43
"508","Cambodia",2014,NA,4.08
"509","Cambodia",2016,NA,3.88
"510","Cambodia",2018,NA,3.29
"511","Cambodia",2020,NA,3.25
"512","Cameroon",2010,NA,7.89
"513","Cameroon",2012,NA,7.22
"514","Cameroon",2014,NA,6.52
"515","Cameroon",2016,NA,6.12
"516","Cameroon",2018,NA,6.95
"517","Cameroon",2020,NA,8.17
"518","Canada",1920,1,NA
"519","Canada",1921,1.100000024,NA
"520","Canada",1922,0.899999976,NA
"521","Canada",1923,1,NA
"522","Canada",1924,1.100000024,NA
"523","Canada",1925,1.200000048,NA
"524","Canada",1926,1.399999976,NA
"525","Canada",1927,1.600000024,NA
"526","Canada",1928,1.799999952,NA
"527","Canada",1929,2.099999905,NA
"528","Canada",1930,2,NA
"529","Canada",1931,1.700000048,NA
"530","Canada",1932,1.399999976,NA
"531","Canada",1933,1.600000024,NA
"532","Canada",1934,1.799999952,NA
"533","Canada",1935,1.899999976,NA
"534","Canada",1936,2,NA
"535","Canada",1937,2.299999952,NA
"536","Canada",1938,2.400000095,NA
"537","Canada",1939,2.400000095,NA
"538","Canada",1940,2.599999905,NA
"539","Canada",1941,2.900000095,NA
"540","Canada",1942,3.299999952,NA
"541","Canada",1943,3.599999905,NA
"542","Canada",1944,3.700000048,NA
"543","Canada",1945,4.5,NA
"544","Canada",1946,4.699999809,NA
"545","Canada",1947,4.699999809,NA
"546","Canada",1948,4.800000191,NA
"547","Canada",1949,4.900000095,NA
"548","Canada",1950,4.900000095,NA
"549","Canada",1951,4.400000095,NA
"550","Canada",1952,4.900000095,NA
"551","Canada",1953,5.699999809,NA
"552","Canada",1954,5.800000191,NA
"553","Canada",1955,8.600000381,NA
"554","Canada",1956,8.800000191,NA
"555","Canada",1957,9.300000191,NA
"556","Canada",1958,9.699999809,NA
"557","Canada",1959,9.899999619,NA
"558","Canada",1960,9.800000191,NA
"559","Canada",1961,10.19999981,NA
"560","Canada",1962,10.5,NA
"561","Canada",1963,10.5,NA
"562","Canada",1964,10.39999962,NA
"563","Canada",1965,10.69999981,NA
"564","Canada",1966,10.80000019,NA
"565","Canada",1967,10.60000038,NA
"566","Canada",1968,10.30000019,NA
"567","Canada",1969,10.10000038,NA
"568","Canada",1970,10.5,NA
"569","Canada",1971,10.5,NA
"570","Canada",1972,10.60000038,NA
"571","Canada",1973,10.80000019,NA
"572","Canada",1974,10.69999981,NA
"573","Canada",1975,10.60000038,NA
"574","Canada",1976,10.89999962,NA
"575","Canada",1977,10.69999981,NA
"576","Canada",1978,10.39999962,NA
"577","Canada",1979,10.5,NA
"578","Canada",1980,10.30000019,NA
"579","Canada",1981,10.30000019,NA
"580","Canada",1982,10.39999962,NA
"581","Canada",1983,9.699999809,NA
"582","Canada",1984,9.600000381,NA
"583","Canada",1985,9.100000381,NA
"584","Canada",1986,8.699999809,NA
"585","Canada",1987,8.300000191,NA
"586","Canada",1988,8,NA
"587","Canada",1989,7.300000191,NA
"588","Canada",1990,7,NA
"589","Canada",1991,6.300000191,NA
"590","Canada",1992,6.400000095,NA
"591","Canada",1993,6,NA
"592","Canada",1994,6.599999905,NA
"593","Canada",1995,5.900000095,NA
"594","Canada",1996,6.199999809,NA
"595","Canada",1997,5.800000191,NA
"596","Canada",1998,5.800000191,NA
"597","Canada",1999,5.699999809,NA
"598","Canada",2000,5.300000191,NA
"599","Canada",2001,5,NA
"600","Canada",2002,4.400000095,NA
"601","Canada",2003,4.199999809,NA
"602","Canada",2004,4,NA
"603","Canada",2005,3.700000048,NA
"604","Canada",2006,3.400000095,NA
"605","Canada",2007,3.200000048,NA
"606","Canada",2008,3,NA
"607","Canada",2009,3.099999905,NA
"608","Canada",2010,3.5,1.77
"609","Canada",2012,NA,1.61
"610","Canada",2014,NA,1.64
"611","Canada",2016,NA,1.83
"612","Canada",2018,NA,1.96
"613","Canada",2020,NA,2.27
"614","Cape Verde",2010,NA,6.53
"615","Cape Verde",2012,NA,6.15
"616","Cape Verde",2014,NA,6.14
"617","Cape Verde",2016,NA,5.86
"618","Cape Verde",2018,NA,5.33
"619","Cape Verde",2020,NA,7.57
"620","Central African Republic",2010,NA,12.8
"621","Central African Republic",2014,NA,23.86
"622","Central African Republic",2018,NA,20.28
"623","Chad",2010,NA,11.3
"624","Chad",2012,NA,10.09
"625","Chad",2014,NA,13.84
"626","Chad",2016,NA,18.06
"627","Chad",2018,NA,25.26
"628","Chad",2020,NA,13.36
"629","Chile",2010,NA,1.82
"630","Chile",2012,NA,2.2
"631","Chile",2014,NA,2.04
"632","Chile",2016,NA,2.33
"633","Chile",2018,NA,2.65
"634","Chile",2020,NA,3.01
"635","China",2010,NA,2.48
"636","China",2012,NA,2.66
"637","China",2014,NA,2.46
"638","China",2016,NA,2.38
"639","China",2018,NA,2.14
"640","China",2020,NA,2.1
"641","Colombia",2010,NA,1.57
"642","Colombia",2012,NA,1.59
"643","Colombia",2014,NA,1.55
"644","Colombia",2016,NA,1.54
"645","Colombia",2018,NA,2.02
"646","Colombia",2020,NA,2.6
"647","Comoros",2010,NA,10.2
"648","Comoros",2012,NA,9.31
"649","Comoros",2014,NA,8.97
"650","Comoros",2016,NA,13.43
"651","Comoros",2018,NA,6.93
"652","Comoros",2020,NA,6.82
"653","Congo",2010,NA,2.81
"654","Congo",2012,NA,2.13
"655","Congo",2014,NA,2.74
"656","Congo",2016,NA,4.58
"657","Congo",2018,NA,3.89
"658","Congo",2020,NA,6.02
"659","Cook Islands",2010,NA,5.82
"660","Cook Islands",2012,NA,6.33
"661","Cook Islands",2014,NA,9.08
"662","Cook Islands",2016,NA,9.41
"663","Cook Islands",2018,NA,8.26
"664","Costa Rica",2010,NA,1.86
"665","Costa Rica",2012,NA,2.6
"666","Costa Rica",2014,NA,2.82
"667","Costa Rica",2016,NA,2.68
"668","Costa Rica",2018,NA,2.73
"669","Costa Rica",2020,NA,3.26
"670","Cote d'Ivoire",2010,NA,8.57
"671","Cote d'Ivoire",2012,NA,8.13
"672","Cote d'Ivoire",2014,NA,6.7
"673","Cote d'Ivoire",2016,NA,5.99
"674","Cote d'Ivoire",2018,NA,5.59
"675","Cote d'Ivoire",2020,NA,5.35
"676","Croatia",1993,6.800000191,NA
"677","Croatia",1994,6.800000191,NA
"678","Croatia",1995,6.800000191,NA
"679","Croatia",1996,8,NA
"680","Croatia",1997,6.699999809,NA
"681","Croatia",1998,7.199999809,NA
"682","Croatia",1999,7,NA
"683","Croatia",2000,6.400000095,NA
"684","Croatia",2001,6.300000191,NA
"685","Croatia",2002,5.5,NA
"686","Croatia",2003,5.400000095,NA
"687","Croatia",2004,4.900000095,NA
"688","Croatia",2005,5.400000095,NA
"689","Croatia",2006,5.900000095,NA
"690","Croatia",2007,6.5,NA
"691","Croatia",2008,6.099999905,NA
"692","Croatia",2009,4.300000191,NA
"693","Croatia",2010,4.900000095,2.42
"694","Croatia",2011,5,NA
"695","Croatia",2012,5,2.58
"696","Croatia",2013,4.699999809,NA
"697","Croatia",2014,NA,2.94
"698","Croatia",2016,NA,2.85
"699","Croatia",2018,NA,2.67
"700","Croatia",2020,NA,2.75
"701","Cuba",2012,NA,10.77
"702","Cuba",2014,NA,9.81
"703","Cuba",2016,NA,8.68
"704","Cuba",2018,NA,14.17
"705","Cyprus",2010,NA,1.19
"706","Cyprus",2012,NA,1.66
"707","Cyprus",2014,NA,1.97
"708","Cyprus",2016,NA,1.89
"709","Cyprus",2018,NA,1.84
"710","Cyprus",2020,NA,1.96
"711","Czechia",1975,6.800000191,NA
"712","Czechia",1980,6.900000095,NA
"713","Czechia",1981,7,NA
"714","Czechia",1982,6.699999809,NA
"715","Czechia",1983,6.900000095,NA
"716","Czechia",1984,6.699999809,NA
"717","Czechia",1985,6.699999809,NA
"718","Czechia",1986,6.800000191,NA
"719","Czechia",1987,6.5,NA
"720","Czechia",1988,6.199999809,NA
"721","Czechia",1989,6.199999809,NA
"722","Czechia",1993,5.300000191,NA
"723","Czechia",1994,6.699999809,NA
"724","Czechia",1995,6.800000191,NA
"725","Czechia",1996,7.400000095,NA
"726","Czechia",1997,7.900000095,NA
"727","Czechia",1998,6.099999905,NA
"728","Czechia",1999,6.900000095,NA
"729","Czechia",2000,6.199999809,NA
"730","Czechia",2001,5.400000095,NA
"731","Czechia",2002,6.199999809,NA
"732","Czechia",2003,7.5,NA
